Maker,Year,Registrations,YoY_pct
NEW LEADER AGRO ENGINEERING WORKS AP1514223723,2024,0,
NEW LEADER AGRO ENGINEERING WORKS AP1514223723,2025,6,inf
NEW MALLIKARJUNA ENG WORKS,2021,714,
NEW MALLIKARJUNA ENG WORKS,2022,1044,46.22
NEW MALLIKARJUNA ENG WORKS,2023,259,-75.19
NEW MALLIKARJUNA ENG WORKS,2024,426,64.48
NEW MALLIKARJUNA ENG WORKS,2025,146,-65.73
NEW MARTHWADA QUALITY TRAILOR,2021,13,
NEW MARTHWADA QUALITY TRAILOR,2022,42,223.08
NEW MARTHWADA QUALITY TRAILOR,2023,21,-50.0
NEW MARTHWADA QUALITY TRAILOR,2024,16,-23.81
NEW MARTHWADA QUALITY TRAILOR,2025,3,-81.25
NEW SANGMESHWAR TRAILORS & ENGINEERING WORKS,2021,7,
NEW SANGMESHWAR TRAILORS & ENGINEERING WORKS,2022,2,-71.43
NEW SANGMESHWAR TRAILORS & ENGINEERING WORKS,2023,0,-100.0
NEW SANGMESHWAR TRAILORS & ENGINEERING WORKS,2024,0,
NEW SANGMESHWAR TRAILORS & ENGINEERING WORKS,2025,0,
NEW SHIVAM AGRICULTURE WORKS,2021,0,
NEW SHIVAM AGRICULTURE WORKS,2022,0,
NEW SHIVAM AGRICULTURE WORKS,2023,0,
NEW SHIVAM AGRICULTURE WORKS,2024,0,
NEW SHIVAM AGRICULTURE WORKS,2025,3,inf
NEW SUPER QUALITY TRAILOR,2021,177,
NEW SUPER QUALITY TRAILOR,2022,85,-51.98
NEW SUPER QUALITY TRAILOR,2023,75,-11.76
NEW SUPER QUALITY TRAILOR,2024,78,4.0
NEW SUPER QUALITY TRAILOR,2025,35,-55.13
NEW TEJAS ENGINEERING WORKS,2021,0,
NEW TEJAS ENGINEERING WORKS,2022,0,
NEW TEJAS ENGINEERING WORKS,2023,0,
NEW TEJAS ENGINEERING WORKS,2024,0,
NEW TEJAS ENGINEERING WORKS,2025,1,inf
NEW UMIYA TRAILER INDUSTRIES,2021,0,
NEW UMIYA TRAILER INDUSTRIES,2022,0,
NEW UMIYA TRAILER INDUSTRIES,2023,0,
NEW UMIYA TRAILER INDUSTRIES,2024,0,
NEW UMIYA TRAILER INDUSTRIES,2025,1,inf
NEW VIKAS AGRICULTURE,2021,2,
NEW VIKAS AGRICULTURE,2022,1,-50.0
NEW VIKAS AGRICULTURE,2023,0,-100.0
NEW VIKAS AGRICULTURE,2024,0,
NEW VIKAS AGRICULTURE,2025,1,inf
NEW VINAYAKA ENGINEERING  RAYAGADA,2021,0,
NEW VINAYAKA ENGINEERING  RAYAGADA,2022,0,
NEW VINAYAKA ENGINEERING  RAYAGADA,2023,0,
NEW VINAYAKA ENGINEERING  RAYAGADA,2024,36,inf
NEW VINAYAKA ENGINEERING  RAYAGADA,2025,52,44.44
NEW VISHNU MOTOR BODY BUILDERS,2021,0,
NEW VISHNU MOTOR BODY BUILDERS,2022,0,
NEW VISHNU MOTOR BODY BUILDERS,2023,0,
NEW VISHNU MOTOR BODY BUILDERS,2024,5,inf
NEW VISHNU MOTOR BODY BUILDERS,2025,0,-100.0
NEWTON INDIA INDUSTRIES PVT LTD,2021,12,
NEWTON INDIA INDUSTRIES PVT LTD,2022,9,-25.0
NEWTON INDIA INDUSTRIES PVT LTD,2023,5,-44.44
NEWTON INDIA INDUSTRIES PVT LTD,2024,0,-100.0
NEWTON INDIA INDUSTRIES PVT LTD,2025,0,
NEXZU MOBILITY PVT LTD,2021,16,
NEXZU MOBILITY PVT LTD,2022,0,-100.0
NEXZU MOBILITY PVT LTD,2023,0,
NEXZU MOBILITY PVT LTD,2024,0,
NEXZU MOBILITY PVT LTD,2025,0,
NGAGE IMPEX PVT LTD,2021,1,
NGAGE IMPEX PVT LTD,2022,0,-100.0
NGAGE IMPEX PVT LTD,2023,0,
NGAGE IMPEX PVT LTD,2024,0,
NGAGE IMPEX PVT LTD,2025,0,
NGAGE WHEEL PVT LTD,2021,7,
NGAGE WHEEL PVT LTD,2022,8,14.29
NGAGE WHEEL PVT LTD,2023,40,400.0
NGAGE WHEEL PVT LTD,2024,14,-65.0
NGAGE WHEEL PVT LTD,2025,168,1100.0
NHD MOTORS,2021,265,
NHD MOTORS,2022,289,9.06
NHD MOTORS,2023,326,12.8
NHD MOTORS,2024,357,9.51
NHD MOTORS,2025,162,-54.62
NIBE MOTORS PVT LTD,2021,1,
NIBE MOTORS PVT LTD,2022,19,1800.0
NIBE MOTORS PVT LTD,2023,19,0.0
NIBE MOTORS PVT LTD,2024,0,-100.0
NIBE MOTORS PVT LTD,2025,0,
NICOLAS INDUSTRIES,2021,1,
NICOLAS INDUSTRIES,2022,12,1100.0
NICOLAS INDUSTRIES,2023,0,-100.0
NICOLAS INDUSTRIES,2024,0,
NICOLAS INDUSTRIES,2025,0,
NIHARIKA ENTERPRISES,2021,0,
NIHARIKA ENTERPRISES,2022,0,
NIHARIKA ENTERPRISES,2023,0,
NIHARIKA ENTERPRISES,2024,0,
NIHARIKA ENTERPRISES,2025,118,inf
NIKHIL AGRO ENTERPRISE,2021,8,
NIKHIL AGRO ENTERPRISE,2022,2,-75.0
NIKHIL AGRO ENTERPRISE,2023,1,-50.0
NIKHIL AGRO ENTERPRISE,2024,0,-100.0
NIKHIL AGRO ENTERPRISE,2025,1,inf
NILKANTH TRAILER,2021,0,
NILKANTH TRAILER,2022,0,
NILKANTH TRAILER,2023,0,
NILKANTH TRAILER,2024,1,inf
NILKANTH TRAILER,2025,0,-100.0
NILKANTH TRAILOR,2021,0,
NILKANTH TRAILOR,2022,0,
NILKANTH TRAILOR,2023,0,
NILKANTH TRAILOR,2024,0,
NILKANTH TRAILOR,2025,4,inf
NINGBO LONGJIA (IMPORTER: ADISHWAR AUTO),2021,0,
NINGBO LONGJIA (IMPORTER: ADISHWAR AUTO),2022,208,inf
NINGBO LONGJIA (IMPORTER: ADISHWAR AUTO),2023,191,-8.17
NINGBO LONGJIA (IMPORTER: ADISHWAR AUTO),2024,143,-25.13
NINGBO LONGJIA (IMPORTER: ADISHWAR AUTO),2025,44,-69.23
NINGBO SANJIANG (IMPORTER: VABRO EVTECH),2021,0,
NINGBO SANJIANG (IMPORTER: VABRO EVTECH),2022,0,
NINGBO SANJIANG (IMPORTER: VABRO EVTECH),2023,0,
NINGBO SANJIANG (IMPORTER: VABRO EVTECH),2024,46,inf
NINGBO SANJIANG (IMPORTER: VABRO EVTECH),2025,9,-80.43
NIPUN SANYANTRA PVT LTD,2021,290,
NIPUN SANYANTRA PVT LTD,2022,569,96.21
NIPUN SANYANTRA PVT LTD,2023,439,-22.85
NIPUN SANYANTRA PVT LTD,2024,218,-50.34
NIPUN SANYANTRA PVT LTD,2025,65,-70.18
NIRMAL BROTHER,2021,118,
NIRMAL BROTHER,2022,67,-43.22
NIRMAL BROTHER,2023,0,-100.0
NIRMAL BROTHER,2024,0,
NIRMAL BROTHER,2025,0,
NIRMAL UTILITY SERVICES PVT LTD,2021,43,
NIRMAL UTILITY SERVICES PVT LTD,2022,77,79.07
NIRMAL UTILITY SERVICES PVT LTD,2023,22,-71.43
NIRMAL UTILITY SERVICES PVT LTD,2024,9,-59.09
NIRMAL UTILITY SERVICES PVT LTD,2025,7,-22.22
NISIKI TECHNOLOGIES PVT LTD,2021,12,
NISIKI TECHNOLOGIES PVT LTD,2022,167,1291.67
NISIKI TECHNOLOGIES PVT LTD,2023,164,-1.8
NISIKI TECHNOLOGIES PVT LTD,2024,28,-82.93
NISIKI TECHNOLOGIES PVT LTD,2025,3,-89.29
NISSAN MOTOR INDIA PVT LTD,2021,35147,
NISSAN MOTOR INDIA PVT LTD,2022,32118,-8.62
NISSAN MOTOR INDIA PVT LTD,2023,27829,-13.35
NISSAN MOTOR INDIA PVT LTD,2024,26227,-5.76
NISSAN MOTOR INDIA PVT LTD,2025,13050,-50.24
NK INDUSTRIES,2021,19,
NK INDUSTRIES,2022,0,-100.0
NK INDUSTRIES,2023,0,
NK INDUSTRIES,2024,0,
NK INDUSTRIES,2025,0,
NORTON,2021,4,
NORTON,2022,0,-100.0
NORTON,2023,0,
NORTON,2024,1,inf
NORTON,2025,0,-100.0
NRJ ELECTRIC MOTOR VEHICLES PVT LTD,2021,760,
NRJ ELECTRIC MOTOR VEHICLES PVT LTD,2022,1563,105.66
NRJ ELECTRIC MOTOR VEHICLES PVT LTD,2023,2650,69.55
NRJ ELECTRIC MOTOR VEHICLES PVT LTD,2024,3886,46.64
NRJ ELECTRIC MOTOR VEHICLES PVT LTD,2025,2277,-41.41
NUMEROS MOTORS PVT LTD,2021,0,
NUMEROS MOTORS PVT LTD,2022,335,inf
NUMEROS MOTORS PVT LTD,2023,473,41.19
NUMEROS MOTORS PVT LTD,2024,282,-40.38
NUMEROS MOTORS PVT LTD,2025,76,-73.05
OBEN ELECTRIC VEHICLES PVT LTD,2021,0,
OBEN ELECTRIC VEHICLES PVT LTD,2022,0,
OBEN ELECTRIC VEHICLES PVT LTD,2023,50,inf
OBEN ELECTRIC VEHICLES PVT LTD,2024,634,1168.0
OBEN ELECTRIC VEHICLES PVT LTD,2025,1675,164.2
OCULUS AUTO INDUSTRIES LLP,2021,0,
OCULUS AUTO INDUSTRIES LLP,2022,0,
OCULUS AUTO INDUSTRIES LLP,2023,2,inf
OCULUS AUTO INDUSTRIES LLP,2024,4,100.0
OCULUS AUTO INDUSTRIES LLP,2025,23,475.0
ODYSSE ELECTRIC VEHICLES PVT LTD,2021,81,
ODYSSE ELECTRIC VEHICLES PVT LTD,2022,313,286.42
ODYSSE ELECTRIC VEHICLES PVT LTD,2023,210,-32.91
ODYSSE ELECTRIC VEHICLES PVT LTD,2024,1534,630.48
ODYSSE ELECTRIC VEHICLES PVT LTD,2025,1288,-16.04
OGATA MOTORS INDIA PVT LTD,2021,170,
OGATA MOTORS INDIA PVT LTD,2022,160,-5.88
OGATA MOTORS INDIA PVT LTD,2023,157,-1.88
OGATA MOTORS INDIA PVT LTD,2024,56,-64.33
OGATA MOTORS INDIA PVT LTD,2025,10,-82.14
OIL FIELD WAREHOUSE AND SERVICE LIMITED,2021,1,
OIL FIELD WAREHOUSE AND SERVICE LIMITED,2022,7,600.0
OIL FIELD WAREHOUSE AND SERVICE LIMITED,2023,0,-100.0
OIL FIELD WAREHOUSE AND SERVICE LIMITED,2024,0,
OIL FIELD WAREHOUSE AND SERVICE LIMITED,2025,0,
"OJHA METALS, BALASORE",2021,1,
"OJHA METALS, BALASORE",2022,0,-100.0
"OJHA METALS, BALASORE",2023,0,
"OJHA METALS, BALASORE",2024,0,
"OJHA METALS, BALASORE",2025,0,
OK PLAY INDIA LTD,2021,6,
OK PLAY INDIA LTD,2022,63,950.0
OK PLAY INDIA LTD,2023,126,100.0
OK PLAY INDIA LTD,2024,152,20.63
OK PLAY INDIA LTD,2025,33,-78.29
OKAYA EV PVT LTD,2021,0,
OKAYA EV PVT LTD,2022,8914,inf
OKAYA EV PVT LTD,2023,15827,77.55
OKAYA EV PVT LTD,2024,6104,-61.43
OKAYA EV PVT LTD,2025,1291,-78.85
OKAYA POWER PVT LTD,2021,0,
OKAYA POWER PVT LTD,2022,0,
OKAYA POWER PVT LTD,2023,0,
OKAYA POWER PVT LTD,2024,9,inf
OKAYA POWER PVT LTD,2025,92,922.22
OKINAWA AUTOTECH PVT LTD,2021,30659,
OKINAWA AUTOTECH PVT LTD,2022,103621,237.98
OKINAWA AUTOTECH PVT LTD,2023,31618,-69.49
OKINAWA AUTOTECH PVT LTD,2024,4855,-84.64
OKINAWA AUTOTECH PVT LTD,2025,1557,-67.93
OLA ELECTRIC TECHNOLOGIES PVT LTD,2021,240,
OLA ELECTRIC TECHNOLOGIES PVT LTD,2022,109403,45484.58
OLA ELECTRIC TECHNOLOGIES PVT LTD,2023,267386,144.4
OLA ELECTRIC TECHNOLOGIES PVT LTD,2024,407693,52.47
OLA ELECTRIC TECHNOLOGIES PVT LTD,2025,136824,-66.44
OLECTRA GREENTECH LTD,2021,155,
OLECTRA GREENTECH LTD,2022,518,234.19
OLECTRA GREENTECH LTD,2023,339,-34.56
OLECTRA GREENTECH LTD,2024,679,100.29
OLECTRA GREENTECH LTD,2025,469,-30.93
OLYMPUS INDUSTRIES PVT LTD,2021,10,
OLYMPUS INDUSTRIES PVT LTD,2022,0,-100.0
OLYMPUS INDUSTRIES PVT LTD,2023,0,
OLYMPUS INDUSTRIES PVT LTD,2024,0,
OLYMPUS INDUSTRIES PVT LTD,2025,0,
OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,2021,1449,
OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,2022,2930,102.21
OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,2023,3302,12.7
OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,2024,2220,-32.77
OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,2025,911,-58.96
OM BALAJI AUTOMOBILES I P LTD,2021,25,
OM BALAJI AUTOMOBILES I P LTD,2022,19,-24.0
OM BALAJI AUTOMOBILES I P LTD,2023,10,-47.37
OM BALAJI AUTOMOBILES I P LTD,2024,0,-100.0
OM BALAJI AUTOMOBILES I P LTD,2025,0,
OM INDUSTRIES,2021,0,
OM INDUSTRIES,2022,0,
OM INDUSTRIES,2023,44,inf
OM INDUSTRIES,2024,1574,3477.27
OM INDUSTRIES,2025,1499,-4.76
OM PACKAGING,2021,7,
OM PACKAGING,2022,15,114.29
OM PACKAGING,2023,0,-100.0
OM PACKAGING,2024,0,
OM PACKAGING,2025,0,
OM RAJ AUTOTECH LLP,2021,795,
OM RAJ AUTOTECH LLP,2022,1167,46.79
OM RAJ AUTOTECH LLP,2023,1203,3.08
OM RAJ AUTOTECH LLP,2024,807,-32.92
OM RAJ AUTOTECH LLP,2025,246,-69.52
OM SHREE SAI ENGINEERING,2021,14,
OM SHREE SAI ENGINEERING,2022,103,635.71
OM SHREE SAI ENGINEERING,2023,30,-70.87
OM SHREE SAI ENGINEERING,2024,14,-53.33
OM SHREE SAI ENGINEERING,2025,1,-92.86
"OM TRAILORES,LATUR",2021,8,
"OM TRAILORES,LATUR",2022,5,-37.5
"OM TRAILORES,LATUR",2023,0,-100.0
"OM TRAILORES,LATUR",2024,0,
"OM TRAILORES,LATUR",2025,0,
"OM VINAYAK INDUSTRIES,BGH",2021,8,
"OM VINAYAK INDUSTRIES,BGH",2022,7,-12.5
"OM VINAYAK INDUSTRIES,BGH",2023,4,-42.86
"OM VINAYAK INDUSTRIES,BGH",2024,2,-50.0
"OM VINAYAK INDUSTRIES,BGH",2025,0,-100.0
OM VINAYAKA INDUSTRIES BARGARH GANAPATI COMPLEX,2021,0,
OM VINAYAKA INDUSTRIES BARGARH GANAPATI COMPLEX,2022,0,
OM VINAYAKA INDUSTRIES BARGARH GANAPATI COMPLEX,2023,0,
OM VINAYAKA INDUSTRIES BARGARH GANAPATI COMPLEX,2024,3,inf
OM VINAYAKA INDUSTRIES BARGARH GANAPATI COMPLEX,2025,5,66.67
OM. INDUSTRIES,2021,4,
OM. INDUSTRIES,2022,1,-75.0
OM. INDUSTRIES,2023,0,-100.0
OM. INDUSTRIES,2024,0,
OM. INDUSTRIES,2025,0,
OMAX ENERGY PVT. LTD.,2021,1,
OMAX ENERGY PVT. LTD.,2022,0,-100.0
OMAX ENERGY PVT. LTD.,2023,0,
OMAX ENERGY PVT. LTD.,2024,0,
OMAX ENERGY PVT. LTD.,2025,0,
OMEGA CONSTRUCTION EQUIPMENT PVT LTD,2021,9,
OMEGA CONSTRUCTION EQUIPMENT PVT LTD,2022,19,111.11
OMEGA CONSTRUCTION EQUIPMENT PVT LTD,2023,13,-31.58
OMEGA CONSTRUCTION EQUIPMENT PVT LTD,2024,10,-23.08
OMEGA CONSTRUCTION EQUIPMENT PVT LTD,2025,6,-40.0
OMEGA SALES & AGRO INDUSTRIES,2021,12,
OMEGA SALES & AGRO INDUSTRIES,2022,102,750.0
OMEGA SALES & AGRO INDUSTRIES,2023,283,177.45
OMEGA SALES & AGRO INDUSTRIES,2024,266,-6.01
OMEGA SALES & AGRO INDUSTRIES,2025,105,-60.53
OMEGA SEIKI PVT LTD,2021,349,
OMEGA SEIKI PVT LTD,2022,2931,739.83
OMEGA SEIKI PVT LTD,2023,3681,25.59
OMEGA SEIKI PVT LTD,2024,7058,91.74
OMEGA SEIKI PVT LTD,2025,4154,-41.14
OMJAY EV LIMITED,2021,0,
OMJAY EV LIMITED,2022,172,inf
OMJAY EV LIMITED,2023,67,-61.05
OMJAY EV LIMITED,2024,14,-79.1
OMJAY EV LIMITED,2025,1,-92.86
OMKAR  INDUSTRIES,2021,1,
OMKAR  INDUSTRIES,2022,9,800.0
OMKAR  INDUSTRIES,2023,0,-100.0
OMKAR  INDUSTRIES,2024,0,
OMKAR  INDUSTRIES,2025,0,
OMM SHREE SAI ENGINEERING KEONJHAR DHANGARPADA,2021,0,
OMM SHREE SAI ENGINEERING KEONJHAR DHANGARPADA,2022,0,
OMM SHREE SAI ENGINEERING KEONJHAR DHANGARPADA,2023,0,
OMM SHREE SAI ENGINEERING KEONJHAR DHANGARPADA,2024,3,inf
OMM SHREE SAI ENGINEERING KEONJHAR DHANGARPADA,2025,0,-100.0
ORDINANCE FACTORY,2021,144,
ORDINANCE FACTORY,2022,120,-16.67
ORDINANCE FACTORY,2023,126,5.0
ORDINANCE FACTORY,2024,71,-43.65
ORDINANCE FACTORY,2025,25,-64.79
ORISSA AGRO IND COR,2021,1,
ORISSA AGRO IND COR,2022,0,-100.0
ORISSA AGRO IND COR,2023,0,
ORISSA AGRO IND COR,2024,0,
ORISSA AGRO IND COR,2025,0,
OTHERS,2021,430193,
OTHERS,2022,237261,-44.85
OTHERS,2023,23924,-89.92
OTHERS,2024,11459,-52.1
OTHERS,2025,3140,-72.6
OXEN ELECTRIC VEHICLES,2021,0,
OXEN ELECTRIC VEHICLES,2022,0,
OXEN ELECTRIC VEHICLES,2023,0,
OXEN ELECTRIC VEHICLES,2024,24,inf
OXEN ELECTRIC VEHICLES,2025,94,291.67
OZOTEC AUTOMOBILE PRIVATE LIMITED,2021,0,
OZOTEC AUTOMOBILE PRIVATE LIMITED,2022,93,inf
OZOTEC AUTOMOBILE PRIVATE LIMITED,2023,351,277.42
OZOTEC AUTOMOBILE PRIVATE LIMITED,2024,103,-70.66
OZOTEC AUTOMOBILE PRIVATE LIMITED,2025,61,-40.78
P AND H INDIA LIMITED,2021,1,
P AND H INDIA LIMITED,2022,0,-100.0
P AND H INDIA LIMITED,2023,0,
P AND H INDIA LIMITED,2024,0,
P AND H INDIA LIMITED,2025,0,
P B NATIONAL AGRICULTURE WORKS,2021,4,
P B NATIONAL AGRICULTURE WORKS,2022,3,-25.0
P B NATIONAL AGRICULTURE WORKS,2023,3,0.0
P B NATIONAL AGRICULTURE WORKS,2024,0,-100.0
P B NATIONAL AGRICULTURE WORKS,2025,0,
P KHARKONGOR STEEL FABRICATION,2021,0,
P KHARKONGOR STEEL FABRICATION,2022,2,inf
P KHARKONGOR STEEL FABRICATION,2023,0,-100.0
P KHARKONGOR STEEL FABRICATION,2024,0,
P KHARKONGOR STEEL FABRICATION,2025,0,
P M DIESELS PVT LTD,2021,19,
P M DIESELS PVT LTD,2022,87,357.89
P M DIESELS PVT LTD,2023,109,25.29
P M DIESELS PVT LTD,2024,57,-47.71
P M DIESELS PVT LTD,2025,8,-85.96
P.R. AND CO,2021,0,
P.R. AND CO,2022,0,
P.R. AND CO,2023,0,
P.R. AND CO,2024,0,
P.R. AND CO,2025,1,inf
P.S. ENTERPRISES,2021,0,
P.S. ENTERPRISES,2022,0,
P.S. ENTERPRISES,2023,0,
P.S. ENTERPRISES,2024,0,
P.S. ENTERPRISES,2025,95,inf
PAARTH SARTHI AUTOMOTIVE ENGINEERS PVT LTD,2021,21,
PAARTH SARTHI AUTOMOTIVE ENGINEERS PVT LTD,2022,23,9.52
PAARTH SARTHI AUTOMOTIVE ENGINEERS PVT LTD,2023,11,-52.17
PAARTH SARTHI AUTOMOTIVE ENGINEERS PVT LTD,2024,0,-100.0
PAARTH SARTHI AUTOMOTIVE ENGINEERS PVT LTD,2025,0,
PACE AGRO PRIVATE LIMITED,2021,66,
PACE AGRO PRIVATE LIMITED,2022,46,-30.3
PACE AGRO PRIVATE LIMITED,2023,41,-10.87
PACE AGRO PRIVATE LIMITED,2024,16,-60.98
PACE AGRO PRIVATE LIMITED,2025,0,-100.0
PACE AGRO PVT LTD,2021,1,
PACE AGRO PVT LTD,2022,0,-100.0
PACE AGRO PVT LTD,2023,0,
PACE AGRO PVT LTD,2024,0,
PACE AGRO PVT LTD,2025,0,
PADMALAYA ENGG. WORKS,2021,1,
PADMALAYA ENGG. WORKS,2022,0,-100.0
PADMALAYA ENGG. WORKS,2023,0,
PADMALAYA ENGG. WORKS,2024,0,
PADMALAYA ENGG. WORKS,2025,1,inf
PADMAVATHI ENGINEERING WORKS AP67413574,2021,0,
PADMAVATHI ENGINEERING WORKS AP67413574,2022,0,
PADMAVATHI ENGINEERING WORKS AP67413574,2023,0,
PADMAVATHI ENGINEERING WORKS AP67413574,2024,0,
PADMAVATHI ENGINEERING WORKS AP67413574,2025,14,inf
PADMAVATI ENGINEERING WORKS,2021,1,
PADMAVATI ENGINEERING WORKS,2022,3,200.0
PADMAVATI ENGINEERING WORKS,2023,0,-100.0
PADMAVATI ENGINEERING WORKS,2024,0,
PADMAVATI ENGINEERING WORKS,2025,18,inf
PANESAR AGRICULTURE INDUSTRIES,2021,11,
PANESAR AGRICULTURE INDUSTRIES,2022,6,-45.45
PANESAR AGRICULTURE INDUSTRIES,2023,3,-50.0
PANESAR AGRICULTURE INDUSTRIES,2024,0,-100.0
PANESAR AGRICULTURE INDUSTRIES,2025,0,
PANESAR AGRO TECH,2021,28,
PANESAR AGRO TECH,2022,47,67.86
PANESAR AGRO TECH,2023,96,104.26
PANESAR AGRO TECH,2024,65,-32.29
PANESAR AGRO TECH,2025,100,53.85
PANI ENGINEERING,2021,0,
PANI ENGINEERING,2022,0,
PANI ENGINEERING,2023,0,
PANI ENGINEERING,2024,2,inf
PANI ENGINEERING,2025,0,-100.0
PANKAJ ENGINEERING WORKS,2021,1,
PANKAJ ENGINEERING WORKS,2022,1,0.0
PANKAJ ENGINEERING WORKS,2023,0,-100.0
PANKAJ ENGINEERING WORKS,2024,0,
PANKAJ ENGINEERING WORKS,2025,0,
PANSEN ENGINEERING INDIA PVT LTD,2021,47,
PANSEN ENGINEERING INDIA PVT LTD,2022,0,-100.0
PANSEN ENGINEERING INDIA PVT LTD,2023,0,
PANSEN ENGINEERING INDIA PVT LTD,2024,0,
PANSEN ENGINEERING INDIA PVT LTD,2025,0,
PANTHER ELECTRIC VEHICLES,2021,33,
PANTHER ELECTRIC VEHICLES,2022,66,100.0
PANTHER ELECTRIC VEHICLES,2023,77,16.67
PANTHER ELECTRIC VEHICLES,2024,25,-67.53
PANTHER ELECTRIC VEHICLES,2025,7,-72.0
PARAG AGRO,2021,2,
PARAG AGRO,2022,4,100.0
PARAG AGRO,2023,3,-25.0
PARAG AGRO,2024,0,-100.0
PARAG AGRO,2025,0,
PARAMESWARA ENG. WORKS,2021,0,
PARAMESWARA ENG. WORKS,2022,0,
PARAMESWARA ENG. WORKS,2023,2,inf
PARAMESWARA ENG. WORKS,2024,0,-100.0
PARAMESWARA ENG. WORKS,2025,0,
PARAMOUNT AUTOMOBILES TROLLEY JEYPORE KORAPUT,2021,0,
PARAMOUNT AUTOMOBILES TROLLEY JEYPORE KORAPUT,2022,0,
PARAMOUNT AUTOMOBILES TROLLEY JEYPORE KORAPUT,2023,0,
PARAMOUNT AUTOMOBILES TROLLEY JEYPORE KORAPUT,2024,6,inf
PARAMOUNT AUTOMOBILES TROLLEY JEYPORE KORAPUT,2025,25,316.67
PARAMOUNT AUTOMOTIVES,2021,39,
PARAMOUNT AUTOMOTIVES,2022,54,38.46
PARAMOUNT AUTOMOTIVES,2023,37,-31.48
PARAMOUNT AUTOMOTIVES,2024,14,-62.16
PARAMOUNT AUTOMOTIVES,2025,0,-100.0
PARAS AGRO PRODUCTS,2021,0,
PARAS AGRO PRODUCTS,2022,0,
PARAS AGRO PRODUCTS,2023,0,
PARAS AGRO PRODUCTS,2024,0,
PARAS AGRO PRODUCTS,2025,7,inf
PARAS ENGG WORKS,2021,0,
PARAS ENGG WORKS,2022,0,
PARAS ENGG WORKS,2023,0,
PARAS ENGG WORKS,2024,0,
PARAS ENGG WORKS,2025,4,inf
PARAS INDUSTRIES,2021,332,
PARAS INDUSTRIES,2022,1146,245.18
PARAS INDUSTRIES,2023,3248,183.42
PARAS INDUSTRIES,2024,2524,-22.29
PARAS INDUSTRIES,2025,702,-72.19
PARDEEP AGRO INDUSTRIES,2021,32,
PARDEEP AGRO INDUSTRIES,2022,20,-37.5
PARDEEP AGRO INDUSTRIES,2023,23,15.0
PARDEEP AGRO INDUSTRIES,2024,16,-30.43
PARDEEP AGRO INDUSTRIES,2025,12,-25.0
PARI E-VEHICLES,2021,160,
PARI E-VEHICLES,2022,484,202.5
PARI E-VEHICLES,2023,572,18.18
PARI E-VEHICLES,2024,436,-23.78
PARI E-VEHICLES,2025,296,-32.11
PARI METRO E RICKSHAW,2021,301,
PARI METRO E RICKSHAW,2022,706,134.55
PARI METRO E RICKSHAW,2023,904,28.05
PARI METRO E RICKSHAW,2024,988,9.29
PARI METRO E RICKSHAW,2025,625,-36.74
PARVATHI ENGINEERING WORKS AP49760577,2021,0,
PARVATHI ENGINEERING WORKS AP49760577,2022,0,
PARVATHI ENGINEERING WORKS AP49760577,2023,0,
PARVATHI ENGINEERING WORKS AP49760577,2024,3,inf
PARVATHI ENGINEERING WORKS AP49760577,2025,0,-100.0
PARVEEN AUTO,2021,181,
PARVEEN AUTO,2022,1,-99.45
PARVEEN AUTO,2023,65,6400.0
PARVEEN AUTO,2024,28,-56.92
PARVEEN AUTO,2025,1,-96.43
PASHUPATI VEHICLE PVT. LTD.,2021,1,
PASHUPATI VEHICLE PVT. LTD.,2022,0,-100.0
PASHUPATI VEHICLE PVT. LTD.,2023,0,
PASHUPATI VEHICLE PVT. LTD.,2024,0,
PASHUPATI VEHICLE PVT. LTD.,2025,0,
PASHUPATI VEHICLES PVT LTD,2021,3,
PASHUPATI VEHICLES PVT LTD,2022,1,-66.67
PASHUPATI VEHICLES PVT LTD,2023,0,-100.0
PASHUPATI VEHICLES PVT LTD,2024,0,
PASHUPATI VEHICLES PVT LTD,2025,0,
PATEL AND SONS ENGINEERING WORKS SAMBALPUR LAIDA,2021,0,
PATEL AND SONS ENGINEERING WORKS SAMBALPUR LAIDA,2022,0,
PATEL AND SONS ENGINEERING WORKS SAMBALPUR LAIDA,2023,0,
PATEL AND SONS ENGINEERING WORKS SAMBALPUR LAIDA,2024,3,inf
PATEL AND SONS ENGINEERING WORKS SAMBALPUR LAIDA,2025,17,466.67
PATEL ENGINEERING,2021,0,
PATEL ENGINEERING,2022,0,
PATEL ENGINEERING,2023,0,
PATEL ENGINEERING,2024,8,inf
PATEL ENGINEERING,2025,6,-25.0
PATEL INDUSTRIES,2021,6,
PATEL INDUSTRIES,2022,8,33.33
PATEL INDUSTRIES,2023,2,-75.0
PATEL INDUSTRIES,2024,6,200.0
PATEL INDUSTRIES,2025,1,-83.33
PATEL SALES AGENCY,2021,1,
PATEL SALES AGENCY,2022,1,0.0
PATEL SALES AGENCY,2023,0,-100.0
PATEL SALES AGENCY,2024,0,
PATEL SALES AGENCY,2025,0,
PATS MOTOR CORP,2021,28,
PATS MOTOR CORP,2022,24,-14.29
PATS MOTOR CORP,2023,21,-12.5
PATS MOTOR CORP,2024,7,-66.67
