S No,Maker,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
1404,WUXI SAIGE ELECTRIC (IMPORTER: DELTA AUTOCORP LLP),11,10,9,10,6,19,11,13,32,25,24,12,182
1405,WUXI SAIGE ELECTRIC (IMPORTER: GLORIOUS DIGITAL),5,8,10,4,1,7,5,4,1,5,2,2,54
1406,WUXI SAIGE (IMPORTER: DM GREEN ENERGY),0,0,0,0,0,0,5,14,12,12,15,10,68
1407,WUXI SAIGE (IMPORTER: ELECTRO-TECH),0,0,0,0,0,0,2,1,1,1,1,2,8
1408,WUXI SAIGE (IMPORTER: E-VISHWA ELECTOBIKE),0,1,1,0,3,1,1,4,1,1,2,0,15
1409,WUXI SAIGE (IMPORTER: NGAGE IMPEX),0,0,0,0,0,0,0,0,0,1,0,1,2
1410,WUXI SAIGE (IMPORTER: WARIVO MOTOR),0,0,3,3,1,1,2,0,0,160,97,161,428
1411,WUXI SAIGE (IMPORTER: ZELIO AUTO PVT.LTD.),0,0,0,0,0,0,0,0,0,0,4,0,4
1412,WUXI SHENGBAO (IMPORTER:ELECTRIC ONE ENERGY),0,0,0,0,0,0,0,0,0,0,0,1,1
1413,WUXI TENGHUI (IMPORTER: BOHRE ELECTRIC),0,0,0,0,0,0,0,0,1,4,22,10,37
1414,WUXI TENGHUI (IMPORTER: CAL-ON INDUSTRIES),0,0,0,0,0,0,0,0,0,4,0,0,4
1415,WUXI TENGHUI (IMPORTER: FEZORA INDIA),0,0,0,0,2,1,2,5,4,9,8,4,35
1416,WUXI TENGHUI (IMPORTER: FLYCON MOTORS),0,0,4,4,5,6,4,5,10,10,7,17,72
1417,WUXI TENGHUI (IMPORTER: FRANKLIN EV INDIA),0,0,0,0,0,0,0,1,4,6,9,2,22
1418,WUXI TENGHUI (IMPORTER: HOP ELECTRIC MOBILITY),0,0,0,6,4,27,50,42,74,73,62,51,389
1419,WUXI TENGHUI (IMPORTER: JAIDKA POWER),0,0,0,0,1,0,3,0,3,0,1,0,8
1420,WUXI TENGHUI (IMPORTER: RADHA MOBILITIES LLP),0,0,0,1,0,0,0,0,0,1,0,0,2
1421,WUXI TENGHUI (IMPORTER: REMARK ELECTRIC),0,0,0,0,0,0,0,4,6,2,0,0,12
1422,WUXI TENGHUI (IMPORTER: SEEKA E MOTORS),14,18,8,15,21,23,37,20,16,50,38,18,278
1423,WUXI TENGHUI INTERNATIONAL (IMPORTER: FEZORA),0,0,0,0,0,0,1,1,3,3,7,2,17
1424,WUXI TENGHUI INTERNATIONAL (IMPORTER: FRANKLIN EV),0,1,1,0,0,0,3,0,0,5,0,2,12
1425,WUXI TOURWE (IMPORTER: GOREEN E-MOBILITY),0,0,0,4,14,24,50,37,80,40,49,18,316
1426,XCMG CONSTRUCTION MACHINERY CO. LTD.,1,0,0,0,0,0,0,0,0,0,0,0,1
1427,XPLORE AUTOMOTIVE PVT LTD,0,0,0,0,0,2,0,0,0,0,0,0,2
1428,"XUZHOU CONSTRUCTION MACHINERY GROUP CO. LTD, CHINA",4,9,12,3,18,16,11,11,13,11,28,21,157
1429,XXPLORE AUTOMATIVE PVT LTD,2,0,0,0,0,0,0,0,0,0,0,0,2
1430,XXPLORE AUTOMOTIVE PVT. LIMITED,0,0,1,0,3,0,0,2,0,0,0,0,6
1431,XYZ1,5,4,5,2,7,9,4,12,4,4,67,11,134
1432,XYZ2,0,0,1,0,0,0,1,1,1,1,2,1,8
1433,YAARI AUTOMOBILES PVT LTD,0,0,0,0,0,0,0,0,0,0,0,3,3
1434,YAGYAPRIYAA CONSTRUCTION EQUIPMENT INDIA PVT LTD,2,2,2,1,1,2,1,1,1,0,0,0,13
1435,YANGGUANG LINGMU (IMPORTER: DAWNGATE BUSINESS),3,4,1,0,0,2,0,2,0,1,2,1,16
1436,YANGGUANG LINGMU (IMPORTER: DURGA FILTERS),2,2,0,2,3,0,0,0,0,0,0,0,9
1437,YANGGUANG LINGMU (IMPORTER: ECOINDIA),1,1,0,0,2,0,0,0,0,0,0,0,4
1438,YANGGUANG LINGMU (IMPORTER: FLYCON MOTORS),0,0,5,5,2,4,7,8,8,5,4,13,61
1439,YANGGUANG LINGMU (IMPORTER: REMARK ELECTRIC),4,1,2,4,3,2,5,5,0,0,0,1,27
1440,YANGGUANG LINGMU (IMPORTER: XWLS ELECTRIC),0,0,0,0,0,0,0,8,0,0,2,1,11
1441,YASH AGRO ENGINEERING WORKS,2,0,3,1,5,0,1,2,0,1,2,0,17
1442,YC ELECTRIC VEHICLE,2392,2620,3101,2839,3244,3471,3594,3986,3991,4068,3690,3818,40814
1443,YC ELECTRIC VEHICLE PVT LTD,11,8,2,0,0,0,0,0,0,0,0,0,21
1444,YOUYAKU ELECTRIC (IMPORTER: HOUSTAN INNOVATION),0,0,0,0,0,0,4,3,9,7,36,23,82
1445,YOUYAKU ELECTRIC (IMPORTER:IME VEHICLES PVT LTD),0,0,0,0,0,3,8,14,46,43,22,82,218
1446,YOUYAKU ELECTRIC (IMPORTER:NEWTRON ELECTRIC),0,0,0,0,0,0,0,0,2,2,13,19,36
1447,YOUYAKU ELECTRIC (IMPORTER:ONZO EV),0,0,0,0,0,0,2,6,3,2,2,5,20
1448,YOUYAKU ELECTRIC (IMPORTER: SASDAL ENTERPRISES),0,0,0,0,5,4,6,8,11,14,19,13,80
1449,YOUYAKU ELECTRIC (IMPORTER: TVISI ELECTRIC),0,0,0,0,0,0,0,0,0,0,1,1,2
1450,ZAP (HK) (IMPORTER: IZANAU ELECTRIC),6,0,5,8,9,19,9,5,18,21,12,16,128
1451,ZAP (IMPORTER:ELLYSIUM AUTOMOTIVES PVT LTD),2,4,2,7,1,3,0,1,1,4,0,7,32
1452,ZENIAK INNOVATION INDIA LTD,137,116,134,114,195,227,228,302,394,432,280,277,2836
1453,ZENMO PRIVATE LIMITED,0,1,0,0,0,0,0,0,0,0,0,0,1
1454,ZENTHIUM EV PVT LTD,27,31,30,43,64,44,50,87,87,87,72,98,720
1455,ZEOPLUS AXIS INDIA PVT. LTD.,159,105,233,163,270,245,319,330,417,457,393,472,3563
1456,ZERO 21 RENEWABLE ENERGY SOLUTIONS PVT LTD,0,0,1,0,1,1,2,1,1,0,0,4,11
1457,ZESAR MOTORS PVT LTD,0,0,0,0,0,1,27,0,0,0,9,0,37
1458,ZHEJIANG CFMOTO (IMPORTER: ADISHWAR AUTO),5,5,8,10,8,5,3,7,5,4,5,5,70
1459,ZHEJIANG CHANGLING (IMPORTER: ADISHWAR AUTO),41,37,33,24,20,16,15,13,15,13,17,16,260
1460,ZHEJIANG LUYUAN (IMPORTER: DYNAM EV TECH),2,5,5,3,3,4,7,3,4,3,6,0,45
1461,ZHEJIANG MORNI (IMPORTER: ADISHWAR AUTO),4,0,2,6,1,1,0,1,2,2,2,0,21
1462,ZHEJIANG QIANJIANG (IMPORTER: ADISHWAR AUTO),5,3,11,10,4,7,2,4,14,7,15,4,86
1463,ZHEJIANG TIANYING  (IMPORTER: NEWTRON ELECTRIC),1,2,16,8,6,7,7,2,4,3,6,2,64
1464,ZOHAN TRADERS AND BIG METRO,5,4,15,13,12,34,16,12,5,5,4,6,131
1465,ZOOMLION INDIA PVT LTD,10,14,11,9,8,15,17,27,21,13,11,13,169
1466,ZUBEDA TROLLY REPAIRING WORKS,0,0,0,0,0,0,0,17,10,9,4,0,40
